z (m),p (Pa),U (m/s),T (K),H,H2,O,O2,H2O,OH,H2O2,HO2,AR,N2
0.02122265625,101325.0,11.016660983286197,1603.1301911597684,0.001729918553597015,0.004185652539824459,0.006118471029798952,0.04825031734603083,0.18666100041170428,0.008244716426337262,4.396729998215895e-05,2.0525561428965036e-05,-5.796353471521455e-14,0.7447454308300308
0.021234375,101325.0,11.148517333225739,1623.6315841884275,0.0016984172571166858,0.004042871611670102,0.006102081286307569,0.04584478030806972,0.18883042154283633,0.008578342325183657,3.968997405428034e-05,2.0157781636260826e-05,-4.4533690207078946e-14,0.7448432379121196
0.0212578125,101325.0,11.386717323966685,1660.9636838492777,0.0016270689433864052,0.003839631693286641,0.006021574134871297,0.042173459006799495,0.19216158608395864,0.009144759553604493,3.275039560703864e-05,1.965864359777293e-05,-4.988749177731205e-14,0.7449795115437271
0.021281249999999998,101325.0,11.599361637706899,1694.5532544889115,0.0015518395034473632,0.003704436183493057,0.0059001406748835535,0.039461063651661084,0.19465976184617795,0.009603070368727963,2.738646873103546e-05,1.930956434705034e-05,-4.130185040711592e-14,0.7450729917375063
0.021304687499999996,101325.0,11.790735495526572,1725.004016225591,0.0014770076207952976,0.0036115253956311723,0.005752445555575368,0.03740348163430957,0.1966062292032361,0.00997096851485173,2.3185628186112245e-05,1.9024296425791973e-05,-4.2964189750119805e-14,0.7451361321499913
0.021328124999999996,101325.0,11.964177677924885,1752.7853458624704,0.0014049870457197202,0.003544260160294072,0.005589591792545704,0.03579052153410014,0.1981885291525993,0.010265088540924932,1.9854815218007347e-05,1.8756815901712994e-05,-4.835096743079353e-14,0.7451784101415909
0.021351562499999997,101325.0,12.1222939242448,1778.2646361928566,0.0013369834496799703,0.0034922341021999446,0.00541961308188974,0.034481060275120635,0.19952808003402783,0.010499741650619886,1.718378338110582e-05,1.8485849811395827e-05,-4.514865271108812e-14,0.7452066177720561
0.021374999999999998,101325.0,12.267124681081075,1801.7314937273145,0.0012734703030115458,0.0034490953077761237,0.005248094513268118,0.03338199947203801,0.2007021249501336,0.010686573111134466,1.5019029846190641e-05,1.8203588317317123e-05,-2.929237528637584e-14,0.745225419723692
0.0213984375,101325.0,12.40026540349709,1823.414427364876,0.0012145041027565955,0.0034110410913180235,0.005078778123860013,0.03243251070133392,0.2017593543818101,0.01083475440623243,1.3247124920894069e-05,1.7908999274642442e-05,-4.980648872736328e-14,0.7452379010674146
0.021421875,101325.0,12.522945549916827,1843.4913617397076,0.0011599201534672615,0.0033758342075263224,0.004914114251757866,0.03159299883207278,0.20273031467126765,0.010951416011251146,1.1783584546875682e-05,1.760427743374997e-05,-5.0050031756639666e-14,0.745246014009549
0.021468749999999998,101325.0,12.739861819288608,1879.251808359844,0.0010629886374423163,0.0033100711498761227,0.004603674549939337,0.030164662984766326,0.20447148409603227,0.011107865461127847,9.544522907504483e-06,1.6975557442881652e-05,-3.641416652385595e-14,0.7452527330394927
0.021515624999999997,101325.0,12.930051420476499,1910.8124324131063,0.0009792977859525173,0.0032466419758850873,0.004319307809460051,0.028928580955689807,0.20604866266804397,0.011197593958850158,7.91332935836207e-06,1.633150161821613e-05,-4.079435906688326e-14,0.7452556700142411
0.0215625,101325.0,13.09833718813009,1938.900686047282,0.0009065821967758306,0.003184650857501761,0.004060702531336648,0.02783285878719924,0.20749725777621963,0.011238835953941395,6.689185050242503e-06,1.5686705742658614e-05,-6.328689358617101e-14,0.7452567360049758
0.021609375,101325.0,13.24836389671785,1964.0720882522085,0.0008429754077514319,0.0031240538599344994,0.0038260993659669246,0.026847460557132826,0.20883747839615352,0.011244253058420948,5.746990651406491e-06,1.5052022178292803e-05,-3.714001308950208e-14,0.7452568803408283
0.02165625,101325.0,13.382922536444507,1986.756145677596,0.000786982214212765,0.003065026434135254,0.003613305254084832,0.025953254676957884,0.2100825405927464,0.011222845466214833,5.006089850991367e-06,1.4435031571772467e-05,-4.020547245884073e-14,0.7452566042393185
0.021703124999999997,101325.0,13.504136753051096,2007.283111939191,0.0007374129647532224,0.0030077518502406907,0.00342014434796745,0.02513725546598857,0.2112418564657252,0.011181158690479432,4.412916850847525e-06,1.3841039460200148e-05,-6.055460699035062e-14,0.7452561662573611
0.02175,101325.0,13.613542395067638,2025.8956918617655,0.0006933185694364027,0.0029523687323801673,0.0032446749750820684,0.024390832245034723,0.2123219711479053,0.01112404532861822,3.9311069052973e-06,1.3274217512799952e-05,-4.848219701343214e-14,0.7452555836760671
0.02184375,101325.0,13.799837748579353,2057.84635200683,0.0006191205473052002,0.00284771285842991,0.002942257343456253,0.02309240657893114,0.21425180721164475,0.010978138162126701,3.21090884958857e-06,1.2239745934520716e-05,-5.713848532821141e-14,0.7452531066421553
0.0219375,101325.0,13.958109789693406,2085.159862324278,0.0005580985238155242,0.002750492747956272,0.002686299291364544,0.02196489933224784,0.2159672953960212,0.010808276884302427,2.6902021930792763e-06,1.1305025468076262e-05,-4.0582858546786553e-14,0.7452506425956369
0.02203125,101325.0,14.094174632634422,2108.7683455464457,0.0005072192894427117,0.0026604785738434636,0.002467957765855893,0.020975983691098734,0.2175010368307566,0.010626259833991566,2.3003071760576393e-06,1.0466381274781317e-05,-5.897204058306382e-14,0.7452482973254038
0.022125,101325.0,14.212317092873274,2129.364225871218,0.0004643026970526764,0.002577278885846328,0.002280303646488934,0.020101454977887838,0.21887900578456526,0.010439782106197016,2.000029862527645e-06,9.717228916096675e-06,-4.975196721667286e-14,0.7452461546420968
0.02221875,101325.0,14.315705050923878,2147.4639424634815,0.0004277530735273348,0.002500446735984167,0.0021179692264901386,0.019323104674181652,0.22012176984416215,0.010253828662943686,1.7634629196420321e-06,9.049838712934774e-06,-4.994609244921775e-14,0.7452443144799931
0.0223125,101325.0,14.406544816928891,2163.4333272803133,0.0003963911179725227,0.0024295424295755447,0.001976855666085761,0.01862823128898788,0.22124445713133783,0.01007166054583419,1.5738271306109427e-06,8.457023647504313e-06,-5.100095848440073e-14,0.7452428309683364
0.0225,101325.0,14.55377346667766,2189.5480817189136,0.0003464494265262502,0.002304646409803365,0.0017494539962716106,0.017474355149055116,0.2231450057229229,0.009731363473234085,1.2972996581423262e-06,7.484135216906093e-06,-5.1498436193768724e-14,0.7452399443862088
0.0226875,101325.0,14.674165964532,2211.02193982742,0.0003073218267683074,0.002195847987234991,0.0015681882839963545,0.016509261877648628,0.22475850854423882,0.009415561781094995,1.0991156932527958e-06,6.694347527048333e-06,-4.5887140005844997e-14,0.7452375162347422
0.022875,101325.0,14.774303860161709,2228.9655902731347,0.0002760329477822223,0.0021005567387061223,0.0014212684898847981,0.015690463174263074,0.22614329468070413,0.009125922627493368,9.515706527908987e-07,6.048550053310591e-06,-5.5131383373209095e-14,0.7452354612193356
0.0230625,101325.0,14.85877294048467,2244.15805976405,0.0002505909075151452,0.0020167191741921682,0.0013004676678211322,0.014987701604314757,0.22734247597463136,0.008861950007029912,8.383916088726771e-07,5.516278176128284e-06,-4.63593029016918e-14,0.7452337399936417
0.02325,101325.0,14.930693794544995,2257.1343690748126,0.00022964345216576492,0.001942771009516883,0.0012000693957998855,0.01437997893539389,0.22838684113490934,0.008622463493981398,7.496085497511314e-07,5.074754135409241e-06,-4.7563865842007934e-14,0.7452324082144751
0.023625,101325.0,15.04095580356736,2277.1934932185054,0.00019837369624439355,0.001821760622388338,0.0010492222320024572,0.013426817205209622,0.23004632723043922,0.008222029971127986,6.250182445606033e-07,4.417992714831558e-06,-5.422066992076406e-14,0.7452304260305181
0.024,101325.0,15.127190221871722,2292.942900519754,0.00017515740462756524,0.0017229443714358167,0.0009358643638279107,0.012666005333540878,0.2313817739354334,0.007884823025794465,5.377181508090849e-07,3.931033006191597e-06,-5.226726596739879e-14,0.7452289628130819
0.02475,101325.0,15.24358375639172,2314.3845609151213,0.00014520727958670316,0.0015802624785189552,0.0007885145175336571,0.011611615628190642,0.23325453540453028,0.007388812316669465,4.320930697019617e-07,3.312509619262522e-06,-4.819952321261454e-14,0.7452273077712029
0.025500000000000002,101325.0,15.3257057037222,2329.5765833281475,0.0001254461458646294,0.0014749780708464813,0.0006901636258136769,0.010850534389989258,0.23461521903426052,0.0070141950954515754,3.661809988923198e-07,2.9105953579567077e-06,-5.287180186505154e-14,0.7452261868603139
0.026250000000000002,101325.0,15.385692401291166,2340.7072690168307,0.00011176618886078676,0.0013955125312246075,0.0006215514237988916,0.010284409311422563,0.23563072015503597,0.006727685792530009,3.223034630196564e-07,2.6364894612792946e-06,-5.075343641098465e-14,0.7452253958031104
0.027,101325.0,15.430620316292137,2349.0598173851245,0.00010196179354153317,0.0013346011657503645,0.0005720907331454603,0.009854231842318713,0.23640337739424,0.006506170935603755,2.917261059789201e-07,2.4424087499121033e-06,-5.0267758627263604e-14,0.7452248319994546
0.028499999999999998,101325.0,15.486532963984278,2359.50774292969,9.018166084192468e-05,0.0012559398413245952,0.0005125161636115854,0.009309669712454251,0.2373850577074722,0.006219884321123856,2.560898485169138e-07,2.2131222040401546e-06,-5.191826512105348e-14,0.7452242813800208
0.03,101325.0,15.522536762257664,2366.247881113206,8.292692933034434e-05,0.0012041979470340544,0.000475649447398896,0.008954137930620365,0.23802611197706675,0.006030727461393511,2.3466337070853761e-07,2.073538799656607e-06,-5.0205260940034274e-14,0.7452239401038963
0.0315,101325.0,15.546273659743314,2370.697004576455,7.828895990726393e-05,0.0011695934433349879,0.00045201574700467356,0.00871740985505406,0.23845270219375733,0.0059040612266304205,2.2117757061826102e-07,1.984954243636122e-06,-5.1626039292262297e-14,0.7452237224414003
0.033,101325.0,15.562167964576426,2373.6787815047264,7.524790959075862e-05,0.0011461907535284298,0.0004364936176635636,0.008557780854838432,0.2387401802295068,0.005818383150246563,2.1242654498363886e-07,1.927140987559704e-06,-5.1331407540736774e-14,0.7452235839159977
0.036,101325.0,15.578441734651404,2376.742185522696,7.216177600741024e-05,0.0011217590222079956,0.0004207559116342362,0.00839309945651756,0.2390373429113754,0.005729324203798472,2.036468047428587e-07,1.8688960419053035e-06,-5.163751236833457e-14,0.7452234841745157
0.041999999999999996,101325.0,15.589851339029774,2378.8942056417577,7.002241962576625e-05,0.0011044125204495159,0.00040984539961725047,0.00827696272782449,0.23924706090895306,0.005666238923635494,1.9761284825625445e-07,1.828709489404114e-06,-5.0435384480572734e-14,0.7452234307764659
0.048,101325.0,15.593901017956993,2379.6581075039335,6.927049335525184e-05,0.0010982377303160248,0.0004060075240585952,0.008235628268506497,0.23932165191899119,0.005643782655171046,1.9549993891799653e-07,1.8146012942867511e-06,-5.095032694975843e-14,0.7452234113072749
0.06,101325.0,15.593901017971685,2379.6581075039335,6.927049335525183e-05,0.0010982377303160248,0.0004060075240585952,0.008235628268506497,0.23932165191899119,0.005643782655171046,1.9549993891799653e-07,1.8146012942867511e-06,-5.0950326949758924e-14,0.7452234113084036
